gen,min_score,med_score,max_score,spearman,conv_counter
1,558.022979,719.86243,1079.717905,0,0
2,512.505631,783.508791,1079.717905,0.9999999999999999,1
3,517.175738,857.859275,1094.161566,0.43030303030303024,0
4,643.255008,891.184864,1344.598081,0.24848484848484845,0
5,592.696223,956.068467,1344.598081,0.13939393939393938,0
6,524.771383,967.215105,1467.979319,0.34545454545454546,0
7,492.109567,997.556306,1467.979319,0.5515151515151515,0
8,562.027663,1021.553276,1467.979319,0.6969696969696969,0
9,662.11369,1058.709704,1467.979319,0.43030303030303024,0
10,466.600926,1094.044079,1759.044945,0.4424242424242424,0
11,684.807197,1094.161566,1759.044945,0.34545454545454546,0
12,538.992074,1113.137925,1759.044945,0.5151515151515151,0
13,558.775319,1153.809939,1759.044945,0.9999999999999999,1
14,488.945573,1214.99182,2440.284581,0.23636363636363633,0
15,637.552273,1246.814285,2440.284581,0.9515151515151514,1
16,537.377764,1258.544752,2440.284581,0.9999999999999999,2
17,640.985841,1334.074127,2440.284581,0.9999999999999999,3
18,423.835159,1439.754346,2440.284581,0.9515151515151514,4
19,598.858558,1476.004095,2440.284581,0.309090909090909,0
20,715.714999,1570.71225,2440.284581,0.309090909090909,0
21,564.281338,1619.132057,2440.284581,0.8424242424242423,1
22,691.006367,1640.28424,2518.09968,0.2121212121212121,0
23,693.88848,1700.284816,2518.09968,0.9636363636363635,1
24,630.184536,1723.554184,2518.09968,0.9999999999999999,2
25,630.184536,1728.902587,2518.09968,0.8787878787878788,3
26,749.848077,1774.763498,2518.09968,0.7454545454545454,0
27,854.580275,1800.662845,2596.343192,0.6,0
28,823.879618,1818.606261,2596.343192,0.6848484848484848,0
29,688.36781,1715.705697,2596.343192,0.38181818181818183,0
30,574.528471,1837.5058,2596.343192,0.9999999999999999,1
31,411.342054,1829.815037,2596.343192,0.9999999999999999,2
32,587.245507,1837.5058,2596.343192,0.5636363636363636,0
33,342.414125,1821.663942,2596.343192,0.9999999999999999,1
34,755.807509,1821.663942,2596.343192,0.9757575757575757,2
35,540.685036,1840.32858,2596.343192,0.9999999999999999,3
36,736.48898,1840.32858,2596.343192,0.9999999999999999,4
37,667.457973,1850.370671,2596.343192,0.9999999999999999,5
38,662.188102,1888.556352,2596.343192,0.9999999999999999,6
39,557.003444,1892.599317,2596.343192,0.6727272727272726,0
40,566.330526,1883.379433,2596.343192,0.9999999999999999,1
41,622.31602,1820.947796,2596.343192,0.9999999999999999,2
42,583.279982,1892.599317,2596.343192,0.9878787878787878,3
43,570.229827,1746.681664,2596.343192,0.9999999999999999,4
44,470.073898,1892.599317,2596.343192,0.9999999999999999,5
45,443.165016,1902.890656,2596.343192,0.9515151515151514,6
46,595.911925,1909.12143,2596.343192,0.9999999999999999,7
47,963.336359,1794.090873,2596.343192,0.2121212121212121,0
48,614.84749,1931.250098,2596.343192,0.9999999999999999,1
49,616.120375,1909.12143,2596.343192,0.9515151515151514,2
50,677.68511,1892.599317,2596.343192,0.406060606060606,0
51,622.53078,1909.12143,2596.343192,0.9999999999999999,1
52,730.464874,1918.444516,2596.343192,0.9999999999999999,2
53,514.373054,1808.391078,2596.343192,0.22424242424242422,0
54,990.602408,1679.91957,2596.343192,0.7454545454545454,0
55,647.809888,1892.209359,2596.343192,0.9999999999999999,1
56,612.343962,1636.850043,2596.343192,0.8909090909090909,2
57,911.736857,1909.12143,2596.343192,0.9999999999999999,3
58,685.25237,1653.980594,2596.343192,0.406060606060606,0
59,499.336613,1892.599317,2596.343192,0.9515151515151514,1
60,448.241535,1778.789029,2596.343192,0.9999999999999999,2
61,476.645925,1898.523193,2596.343192,0.9999999999999999,3
62,465.161796,1694.177846,2596.343192,0.9999999999999999,4
63,460.216904,1935.080006,2596.343192,0.9878787878787878,5
64,568.344861,1935.080006,2596.343192,0.9515151515151514,6
65,499.243303,1863.074411,2596.343192,0.9878787878787878,7
66,495.947875,1858.724401,2596.343192,0.9999999999999999,8
67,580.168453,1848.145993,2596.343192,0.9999999999999999,9
68,727.986364,1858.724401,2596.343192,0.9999999999999999,10
69,481.814375,1892.599317,2596.343192,0.9999999999999999,11
70,575.95427,1863.074411,2596.343192,0.9999999999999999,12
71,723.888348,1950.368569,2596.343192,0.9999999999999999,13
72,906.224358,1946.645257,2596.343192,0.9999999999999999,14
73,657.547385,1860.986151,2596.343192,0.9999999999999999,15
74,727.165078,1732.031776,2596.343192,0.9999999999999999,16
75,471.522966,1771.90834,2596.343192,0.9999999999999999,17
76,408.483107,1881.907819,2596.343192,0.9999999999999999,18
77,495.161363,1881.907819,2596.343192,0.9999999999999999,19
78,394.544012,1755.885603,2596.343192,0.9999999999999999,20
79,824.313165,1890.378605,2596.343192,0.9999999999999999,21
80,633.764469,1892.599317,2596.343192,0.9999999999999999,22
81,653.993863,1892.599317,2596.343192,0.9999999999999999,23
82,719.807984,1785.379729,2596.343192,0.9999999999999999,24
83,676.083391,1860.986151,2596.343192,0.9999999999999999,25
84,680.02407,1950.993838,2596.343192,0.9999999999999999,26
85,653.025383,1951.836398,2596.343192,0.9999999999999999,27
86,535.772248,1890.378605,2596.343192,0.9999999999999999,28
87,596.86569,1794.090873,2596.343192,0.9999999999999999,29
88,875.039809,1830.923208,2596.343192,0.9999999999999999,30
89,756.395193,1754.748249,2596.343192,0.9999999999999999,31
90,690.174099,1951.836398,2596.343192,0.6,0
91,699.135088,1926.615723,2596.343192,0.9999999999999999,1
92,695.990695,1951.836398,2596.343192,0.9999999999999999,2
93,600.673179,1950.368569,2596.343192,0.8909090909090909,3
94,548.769904,1763.685213,2596.343192,0.9999999999999999,4
95,671.313374,1821.663942,2596.343192,0.8181818181818182,5
96,682.654694,1736.448964,2596.343192,0.9999999999999999,6
97,574.204721,1718.038994,2596.343192,0.9999999999999999,7
98,486.033933,1951.836398,2596.343192,0.9999999999999999,8
99,759.774071,1882.875851,2596.343192,0.9999999999999999,9
100,862.979381,1882.875851,2596.343192,0.9999999999999999,10
101,754.532513,1951.836398,2596.343192,0.9999999999999999,11
102,700.530451,1951.836398,2596.343192,0.01818181818181818,0
103,752.261557,1840.32858,2596.343192,0.5636363636363636,0
104,843.382418,1950.368569,2596.343192,0.5636363636363636,0
105,578.850378,1750.69733,2596.343192,0.5636363636363636,0
106,591.536967,1890.378605,2596.343192,0.5636363636363636,0
107,532.777778,1909.12143,2596.343192,0.9999999999999999,1
108,630.32389,1823.935731,2596.343192,0.9999999999999999,2
109,603.315026,1889.411543,2596.343192,0.5636363636363636,0
110,409.734705,1806.709183,2596.343192,0.9999999999999999,1
111,644.91015,1909.12143,2596.343192,0.9999999999999999,2
112,580.996356,1811.637509,2596.343192,0.9999999999999999,3
113,561.571225,1951.836398,2596.343192,0.9999999999999999,4
114,534.380865,1890.378605,2596.343192,0.9999999999999999,5
115,871.43534,1850.370671,2596.343192,0.9999999999999999,6
116,779.897745,1613.962235,2596.343192,0.9999999999999999,7
117,628.40004,1767.574437,2596.343192,0.9999999999999999,8
118,517.321126,1745.521526,2596.343192,0.9999999999999999,9
119,661.783421,1850.370671,2596.343192,0.9999999999999999,10
120,781.161232,1821.663942,2596.343192,0.9999999999999999,11
121,780.931143,1850.370671,2596.343192,0.9999999999999999,12
122,491.467022,1957.920674,2596.343192,0.8909090909090909,13
123,540.653484,1950.368569,2596.343192,0.9999999999999999,14
124,1017.138818,1888.629765,2596.343192,0.9999999999999999,15
125,494.677736,1892.599317,2596.343192,0.9999999999999999,16
126,1074.088377,1892.599317,2596.343192,0.9999999999999999,17
127,762.70895,1890.378605,2596.343192,0.9999999999999999,18
128,834.900631,1950.368569,2596.343192,0.9999999999999999,19
129,719.789054,1767.574437,2596.343192,0.9999999999999999,20
130,554.884218,1915.159552,2596.343192,0.9999999999999999,21
131,554.884218,1957.920674,2596.343192,0.9999999999999999,22
132,554.884218,1894.437793,2596.343192,0.9999999999999999,23
133,960.156076,1909.12143,2596.343192,0.9999999999999999,24
134,554.884218,1618.75399,2596.343192,0.9999999999999999,25
135,637.960047,1830.774852,2596.343192,0.9999999999999999,26
136,647.437243,1909.12143,2596.343192,0.9999999999999999,27
137,742.427725,1890.822818,2596.343192,0.9999999999999999,28
138,1127.806454,1957.993939,2596.343192,0.9999999999999999,29
139,609.416941,1950.368569,2596.343192,0.9999999999999999,30
140,791.124625,1754.748249,2596.343192,0.9999999999999999,31
141,584.91357,1748.011469,2596.343192,0.9999999999999999,32
142,615.53487,1957.993939,2596.343192,0.9999999999999999,33
143,473.866595,1689.495725,2596.343192,0.9999999999999999,34
144,511.075089,1926.615723,2596.343192,0.9999999999999999,35
145,499.710128,1909.12143,2596.343192,0.9999999999999999,36
146,1018.293122,1909.12143,2596.343192,0.9999999999999999,37
147,522.249119,1926.615723,2596.343192,0.9999999999999999,38
148,511.440297,1957.920674,2596.343192,0.9999999999999999,39
149,654.907376,1759.044945,2596.343192,0.9999999999999999,40
150,657.560279,1710.532448,2596.343192,0.9999999999999999,41
151,804.424667,1926.615723,2596.343192,0.01818181818181818,0
152,487.561492,1951.836398,2596.343192,0.9999999999999999,1
153,480.592179,1950.368569,2596.343192,0.9999999999999999,2
154,614.185967,1888.629765,2596.343192,0.9999999999999999,3
155,500.914807,1860.986151,2596.343192,0.9999999999999999,4
156,605.014289,1957.993939,2596.343192,0.9999999999999999,5
157,444.499687,1753.261333,2596.343192,0.9999999999999999,6
158,444.499687,1699.348371,2596.343192,0.9999999999999999,7
159,636.65965,1957.920674,2596.343192,0.9999999999999999,8
160,505.05755,1814.299272,2596.343192,0.9999999999999999,9
161,494.649044,1892.209359,2596.343192,0.9999999999999999,10
162,584.972533,1805.432409,2596.343192,0.9999999999999999,11
163,671.716264,1739.269903,2596.343192,0.9999999999999999,12
164,559.259376,1957.920674,2596.343192,0.9999999999999999,13
165,783.742671,1926.615723,2596.343192,0.9999999999999999,14
166,641.35912,1701.833945,2596.343192,0.9999999999999999,15
167,563.833665,1957.920674,2596.343192,0.9999999999999999,16
168,629.25122,1968.255133,2596.343192,0.9999999999999999,17
169,689.470107,1759.873895,2596.343192,0.9999999999999999,18
170,741.545713,1762.765391,2596.343192,0.9999999999999999,19
171,479.602264,1759.873895,2596.343192,0.9636363636363635,20
172,506.163704,1711.156412,2596.343192,0.9999999999999999,21
173,959.493229,1957.920674,2596.343192,0.9999999999999999,22
174,1052.728458,1898.996704,2596.343192,0.9999999999999999,23
175,749.323849,1892.599317,2596.343192,0.9999999999999999,24
176,813.638061,1918.444516,2596.343192,0.9999999999999999,25
177,729.31545,1909.12143,2596.343192,0.9999999999999999,26
178,804.325752,1957.993939,2596.343192,0.9999999999999999,27
179,568.258856,1892.599317,2596.343192,0.9999999999999999,28
180,723.090739,1890.822818,2596.343192,0.9999999999999999,29
181,644.236908,1892.876183,2596.343192,0.9999999999999999,30
182,473.287577,1957.993939,2596.343192,0.9999999999999999,31
183,640.900257,1890.822818,2596.343192,0.9999999999999999,32
184,450.254218,1970.163738,2596.343192,0.9999999999999999,33
185,426.555418,1951.836398,2596.343192,0.9999999999999999,34
186,454.45607,1696.221327,2596.343192,0.9999999999999999,35
187,1042.104109,1951.836398,2596.343192,0.9999999999999999,36
188,799.646374,1970.297437,2596.343192,0.9999999999999999,37
189,850.376761,1778.396001,2596.343192,0.9999999999999999,38
190,657.686019,1890.822818,2596.343192,0.9999999999999999,39
191,723.282542,1957.920674,2596.343192,0.9999999999999999,40
192,827.505081,1987.07255,2596.343192,0.9999999999999999,41
193,707.60968,1957.920674,2596.343192,0.9999999999999999,42
194,830.974251,2017.935842,2596.343192,0.9999999999999999,43
195,840.359758,1810.411452,2596.343192,0.22424242424242422,0
196,625.886499,1885.516707,2596.343192,0.9515151515151514,1
197,743.089037,1890.822818,2596.343192,0.9999999999999999,2
198,583.351509,1890.822818,2596.343192,0.9999999999999999,3
199,736.688716,1896.289753,2596.343192,0.9999999999999999,4
200,627.098816,1755.885603,2596.343192,0.9999999999999999,5
201,678.33144,1825.042466,2596.343192,0.9999999999999999,6
202,574.920811,1830.923208,2596.343192,0.9999999999999999,7
203,595.946141,2017.935842,2596.343192,0.406060606060606,0
204,571.102526,2017.935842,2596.343192,0.9999999999999999,1
205,684.712245,1868.63509,2596.343192,0.9878787878787878,2
206,477.671957,1957.920674,2596.343192,0.9999999999999999,3
207,917.109657,1896.394552,2596.343192,0.9999999999999999,4
208,530.191266,1931.250098,2596.343192,0.9999999999999999,5
209,557.248519,1647.449584,2596.343192,0.9999999999999999,6
210,620.43692,1950.368569,2596.343192,0.9999999999999999,7
211,523.383103,1957.920674,2596.343192,0.9999999999999999,8
212,686.582631,1951.836398,2596.343192,0.9999999999999999,9
